#CHR	start	end	T00h	T02h	T06h	T12h	T18h	T24h
2	49929499	49929899	0.0884	0.5390	-0.1899	-0.0006	0.0700	-0.0702
2	50049499	50049899	-0.2453	-0.8021	-1.1282	-1.1474	-1.0769	-2.0208
2	50200098	50200498	0.2799	0.2368	0.3094	0.1731	-0.4412	-0.2091
2	50289499	50289899	0.4700	0.1038	0.1465	-0.0949	0.3739	0.0154
2	50409499	50409899	-0.3926	-0.1040	0.1002	0.3045	-0.4667	0.2121
2	50560098	50560498	0.6380	-0.1339	-0.5374	-0.1418	-0.0119	0.8164
2	50649499	50649899	0.3307	-0.1992	-0.3639	-0.2913	-0.1596	0.0884
2	50769499	50769899	0.0492	-0.0546	0.1360	-0.3999	0.2076	-0.0750
2	50920098	50920498	-0.0589	0.0634	-0.2992	0.0790	-0.1629	0.4152
2	51009499	51009899	0.8090	-0.0730	0.0544	-0.2091	-0.1184	0.2807
2	51129499	51129899	0.4953	-0.3363	0.4440	-0.1686	0.2933	-0.2407
2	51280098	51280498	-0.2453	0.2938	0.4901	-0.0242	-0.1545	0.6062
2	51369499	51369899	0.3889	0.1249	0.3658	-0.0613	0.0797	0.0106
2	51489499	51489899	0.2263	-0.1493	-0.0572	-0.1613	0.0379	-0.0632
2	51640098	51640498	0.3453	-0.1025	-0.1225	-0.2396	0.6634	-0.1219
2	51729499	51729899	0.0304	0.4277	-0.2866	-0.3925	-0.0062	0.3271
2	51849499	51849899	0.6388	-0.4067	0.5685	-0.3809	-0.3134	0.2819
2	52000098	52000498	-0.1740	0.1337	0.1127	0.0411	0.2981	0.1659
2	52089499	52089899	-0.3246	-0.3941	0.5129	0.3109	0.3654	-0.3254
2	52209499	52209899	-0.2154	0.3372	0.4530	-0.1014	0.3701	0.3164
2	52360098	52360498	0.1479	-0.3272	0.8647	-0.1313	-0.0196	-0.6990
2	52449499	52449899	0.5447	-0.4697	-0.1671	-0.1244	0.1702	-0.1341
2	52569499	52569899	0.3201	0.2871	-0.3260	0.3652	0.6700	-0.2739
2	52720098	52720498	-0.4483	-0.2144	0.6176	0.0813	-0.1018	0.3441
2	52809499	52809899	-0.9426	-0.1564	0.3861	-0.4510	0.2842	-0.0583
2	52929499	52929899	0.2871	-0.1381	-0.2611	0.1247	-0.3233	0.6210
2	53080098	53080498	-0.2672	0.0012	0.1334	-0.3359	-0.0700	-0.2106
2	53169499	53169899	-0.0360	-0.2137	-0.3943	0.0103	-0.6550	-0.1980
2	53289499	53289899	-0.3492	-0.4149	-0.1107	-0.0104	0.1488	-0.1025
2	53440098	53440498	-0.3150	-0.4682	-0.2344	0.0258	0.4673	-0.2985
2	53529499	53529899	-0.2355	0.5392	0.0933	0.5103	0.8788	0.1441
2	53649499	53649899	-0.2905	-0.5298	-0.4413	-0.0761	-0.0540	0.4758
2	53800098	53800498	-0.1051	0.9488	0.1624	0.0271	0.1083	0.1398
2	53889499	53889899	0.3972	0.3007	0.0010	0.2739	0.0944	-0.6378
2	54009499	54009899	-0.2677	0.1628	0.2441	0.1082	0.0909	0.7441
2	54160098	54160498	0.1392	0.2331	0.4024	-0.2142	-0.2394	0.1781
2	54249499	54249899	0.4981	0.9274	0.6124	1.9714	1.1252	2.0436
2	54369499	54369899	0.5234	-0.0449	0.3719	-0.1183	0.2667	-0.3143
2	54520098	54520498	-0.4294	-0.2031	0.5695	-0.2452	-0.1647	-0.6667
2	54609499	54609899	0.0966	-0.3320	-0.0609	0.0250	0.3625	-0.6924
2	54729499	54729899	0.1755	0.6677	0.3341	-0.1323	0.0042	0.0908
2	54880098	54880498	-0.7177	-0.7845	-0.1523	0.3670	0.1521	0.2108
2	54969499	54969899	0.1014	0.0834	-0.0877	-0.1067	0.4637	0.3682
2	55089499	55089899	1.0563	1.2791	0.3348	0.8799	1.2787	0.9916
2	55240098	55240498	0.3983	0.0431	-0.0592	-0.2881	0.0470	-0.6486
2	55329499	55329899	0.3864	-0.4422	0.0976	0.0337	0.0628	0.6617
2	55449499	55449899	0.2728	0.0594	-0.2019	0.0884	0.5995	0.1515
2	55600098	55600498	-0.0907	-0.3176	-0.1488	0.3037	0.1814	0.0139
2	55689499	55689899	-0.1409	0.5136	-0.0214	0.2433	-0.1148	-0.3028
2	55809499	55809899	0.4999	-0.1242	0.5135	0.6222	-0.1058	1.1133
2	55960098	55960498	-0.2527	-0.3136	-0.4966	0.0254	-0.0979	0.4614
2	56049499	56049899	0.1298	0.2728	-0.7315	0.2225	-0.0262	0.2872
2	56169499	56169899	0.6583	0.0015	0.1683	-0.1618	0.2724	-0.0923
2	56320098	56320498	-0.3292	0.5071	-0.2794	-0.2019	-0.3139	0.1480
2	56409499	56409899	0.6635	-0.0532	-0.4560	0.2572	0.1918	0.2550
2	56529499	56529899	0.9647	-0.5192	0.0823	0.1273	-0.4614	0.3336
2	56680098	56680498	-0.4848	0.2089	0.3461	-0.1280	0.0146	-0.1893
2	56769499	56769899	0.0450	-0.2434	-0.0802	-0.2515	-0.3316	-0.5021
2	56889499	56889899	0.1743	0.3172	0.3652	-0.1865	0.1319	0.2622
2	57040098	57040498	-0.3359	-0.8720	0.6111	0.1817	0.3701	-0.1314
2	57129499	57129899	0.5072	0.4285	0.0535	0.3889	-0.2346	-0.3512
2	57249499	57249899	0.5640	-0.1368	-0.2897	0.1209	0.0310	0.0138
2	57400098	57400498	0.0475	-0.0228	0.2034	1.0045	0.0678	-0.0187
2	57489499	57489899	0.2226	0.2120	-0.2303	-0.3849	0.3533	0.2262
3	9499	9899	-1.0201	-0.7649	-1.8898	-0.7185	-1.2777	-1.9410
3	60000	60400	-0.4097	0.1062	-0.2046	0.2944	-0.2230	0.4822
3	129499	129899	0.0368	-0.3549	-0.1653	0.0336	-0.0659	0.0750
3	180000	180400	0.2734	0.1171	-0.2275	-0.5458	0.3170	-0.0562
3	280098	280498	-0.3086	0.0104	0.1147	0.2848	0.2899	-0.1503
3	300000	300400	0.4492	-0.2021	-0.5648	0.1729	0.4674	-0.3519
3	369499	369899	-0.6624	-0.1414	-0.4790	0.1157	0.3863	0.0268
3	420000	420400	0.2686	-0.6702	-0.0461	0.3427	-0.4590	0.4024
3	489499	489899	0.0377	-0.2060	0.0998	0.6014	0.2242	0.3675
3	540000	540400	0.4578	-0.1561	0.6116	0.4231	0.4274	0.7560
3	640098	640498	0.0739	0.2967	0.3895	-0.2466	0.2965	-0.3641
3	660000	660400	0.1129	0.1063	0.2133	0.5809	0.0174	-0.0791
3	729499	729899	0.1717	0.1245	-0.0075	-0.3885	0.6135	-0.8148
3	780000	780400	-0.0527	-0.2102	-0.4582	0.7229	-0.1002	-0.6448
3	849499	849899	0.3089	0.2401	-0.1231	0.5155	-0.0488	-0.1932
3	900000	900400	0.3069	-0.9108	-0.3356	-0.3641	0.7396	-0.7257
3	1000098	1000498	0.3674	0.3299	-0.5066	-0.0494	0.0928	0.0768
3	1020000	1020400	-0.3060	-0.3750	-0.5674	-0.0463	-0.2350	-0.2137
3	1089499	1089899	0.0304	0.1671	-0.1667	0.5674	0.0007	-0.1094
3	1140000	1140400	-0.0430	0.8723	0.2722	-0.3919	-0.4153	0.1577
3	1209499	1209899	0.0947	0.2449	0.3482	-0.1702	0.1808	-0.4075
3	1260000	1260400	-0.2345	0.2009	-0.2808	0.4604	-0.5059	0.0131
3	1360098	1360498	0.1365	0.4458	0.3710	-0.0136	-0.2572	-0.0579
3	1380000	1380400	0.5678	-0.0119	1.0159	-0.3253	0.6408	0.1148
3	1449499	1449899	-0.3176	0.4203	0.1280	0.3621	-0.3852	-0.0620
3	1500000	1500400	0.2873	-0.1262	0.0084	0.1622	-0.2646	-0.4896
3	1569499	1569899	-0.2130	-0.3381	0.3626	-0.2552	0.2806	0.2391
3	1620000	1620400	0.0648	0.5761	-0.3717	-0.1740	0.5079	-0.1773
3	1720098	1720498	0.3548	0.1426	-0.1446	-0.5653	-0.0952	0.2250
3	1740000	1740400	-0.2061	-0.0486	0.1500	-0.4449	-0.3291	-0.0011
3	1809499	1809899	-0.2900	-0.8093	0.0516	0.0404	-0.3100	-0.2516
3	1860000	1860400	-0.1594	-0.2291	0.1155	0.1227	-0.8282	0.4608
3	1929499	1929899	0.1146	0.1870	0.3115	-0.0024	0.1009	-0.3519
3	1980000	1980400	-0.0336	-0.4034	0.0786	0.2980	-0.4760	0.2484
3	2080098	2080498	-0.1641	0.4798	-0.1235	0.4136	0.1390	-0.5218
3	2100000	2100400	0.3316	0.0072	-0.6331	-0.4481	-0.1317	0.0448
3	2169499	2169899	-0.4567	0.7153	0.1440	0.0401	0.6145	-0.0123
3	2220000	2220400	0.3956	0.3583	0.2774	-0.0360	0.0077	-0.2897
3	2289499	2289899	0.7450	0.5143	-0.3242	-0.2412	0.0477	0.2524
3	2340000	2340400	0.3250	0.0444	0.0390	-0.0916	0.6341	-0.1274
3	2440098	2440498	0.0807	-0.2039	-0.2428	0.1590	0.5236	0.0381
3	2460000	2460400	0.1264	-0.4715	-0.1371	-0.2421	-0.0836	0.2643
3	2529499	2529899	-0.4506	-0.3048	0.0383	0.3779	0.4374	-0.1554
3	2580000	2580400	0.4573	-0.0388	0.0246	-0.0547	-0.1096	0.1056
3	2649499	2649899	0.4389	0.2080	-0.4917	0.3287	-0.1835	-0.8161
3	2700000	2700400	0.3118	-0.3247	-0.2447	0.4447	-0.5102	0.0209
3	2800098	2800498	-0.0602	-0.2849	-0.2986	0.9031	-0.1390	-0.1448
3	2820000	2820400	-0.9590	-0.0732	0.1838	0.3005	0.1616	-0.5980
3	2889499	2889899	0.5351	0.0181	-0.4859	0.0205	-0.0908	-0.9327
3	2940000	2940400	-0.1372	0.2415	-0.0605	-0.1461	0.0678	0.3573
3	3009499	3009899	-0.8682	-0.7705	-1.1711	-2.3238	-1.8776	-1.6935
3	3060000	3060400	-0.8687	-0.0447	0.2714	-0.0276	0.3163	-0.0073
3	3160098	3160498	0.6186	-0.1008	0.6794	0.1753	-0.3324	-0.3663
3	3180000	3180400	0.1487	0.3561	-0.8300	-0.3450	0.4493	-0.7407
3	3249499	3249899	-0.1247	0.0126	-0.8097	-0.4664	-0.2892	0.0370
3	3300000	3300400	0.4872	0.0726	0.6572	0.4337	0.0513	-0.1972
3	3369499	3369899	0.7407	0.1907	0.8139	2.1161	2.0702	1.8821
3	3420000	3420400	0.3364	0.1944	0.4089	0.1954	-0.0740	0.8517
3	3520098	3520498	-0.5415	-0.4361	0.6284	0.1268	-0.0263	0.1115
3	3540000	3540400	0.1994	-0.1678	-0.1442	0.3601	-0.3063	-0.0461
3	3609499	3609899	-0.5233	-0.0639	0.1472	-0.0087	0.0985	-0.7625
3	3660000	3660400	0.5594	-0.0486	-0.2585	-0.4175	0.2066	-0.1212
3	3729499	3729899	-0.3894	-0.0301	-0.0770	-0.1869	0.2224	0.2881
3	3780000	3780400	0.1062	0.0165	0.0322	-0.5234	0.2021	0.0332
3	3880098	3880498	0.0899	-0.1608	-0.3914	0.1229	0.7761	0.2528
3	3900000	3900400	0.1232	-0.3697	-0.2298	-0.3397	0.1846	0.0414
3	3969499	3969899	0.5101	-0.3948	0.1526	-0.4402	0.7961	-0.1354
3	4020000	4020400	0.2425	-0.1099	0.5538	0.0034	0.6286	-0.0720
3	4089499	4089899	-1.0685	-0.6576	-0.6958	-1.9372	-1.5664	-1.6362
3	4140000	4140400	-0.0996	-0.0915	0.3386	-0.4678	-0.0673	-0.1230
3	4240098	4240498	0.3182	0.2489	0.2689	0.5386	-0.4282	-0.0989
3	4260000	4260400	0.3584	-0.4266	-0.0531	0.1300	0.1829	-0.5674
3	4329499	4329899	-0.1003	-0.1308	-0.3304	-0.0305	-0.1712	-0.7923
3	4380000	4380400	0.2269	0.0568	0.0256	0.0987	0.1895	0.1216
3	4449499	4449899	0.8931	0.3240	0.3095	-0.2054	-0.0421	0.2235
3	4500000	4500400	-0.1158	-0.2426	0.3331	-0.0073	0.2996	-1.0365
3	4600098	4600498	-0.5969	0.2698	0.6858	-0.1604	-0.6005	-0.4919
3	4620000	4620400	-0.3924	0.7313	0.4927	0.3534	0.3620	-0.2116
3	4689499	4689899	1.2876	0.8894	0.8729	1.2260	1.4072	1.7564
3	4740000	4740400	-0.6098	0.3881	-0.2454	-0.1415	0.0708	-0.2648
3	4809499	4809899	-0.4352	0.0260	0.9230	0.4773	0.1051	0.2479
3	4960098	4960498	-0.3035	-0.4170	0.3035	0.0959	-0.3362	-0.2286
3	5049499	5049899	-0.2900	-0.2107	-0.0955	0.1289	-0.0503	0.2135
3	5169499	5169899	-0.2350	0.5330	-0.0548	-0.2124	0.5998	0.0161
3	5320098	5320498	0.2831	0.2993	0.3636	0.0659	0.1501	0.2598
3	5409499	5409899	-0.3796	0.3677	-0.1579	0.5867	-0.2443	0.3532
3	5529499	5529899	-0.4557	0.1189	-0.1498	0.0669	-0.1477	0.1558
3	5680098	5680498	-0.6975	-0.1337	0.3260	0.1120	0.1972	-0.1229
3	5769499	5769899	-0.3399	-0.1696	-0.3043	-0.0104	0.0219	-0.1846
3	5889499	5889899	-0.6228	0.0827	0.1410	0.1235	0.2248	0.2632
3	6040098	6040498	0.1066	0.0665	-0.1760	-0.0698	-0.4815	-0.7441
3	6129499	6129899	0.3961	-0.5683	-0.0828	0.0790	0.4532	0.0500
3	6249499	6249899	-0.1900	0.5061	0.0429	-0.0165	0.5285	-0.2515
3	6400098	6400498	0.4564	-0.1047	-0.3099	-0.1765	-0.0149	0.3913
3	6489499	6489899	0.1620	0.1855	-0.6975	-0.0161	0.0382	-0.2638
3	6609499	6609899	0.2651	0.3549	-0.0721	-0.4281	0.2106	0.5909
3	6760098	6760498	0.1135	-0.1327	-0.0919	0.3621	0.3406	-0.2965
3	6849499	6849899	-0.0271	0.5349	-0.3126	0.0067	-0.1690	0.1784
3	6969499	6969899	-0.8879	-1.3716	-1.3560	-1.2480	-1.9151	-2.0927
3	7120098	7120498	-0.2343	-0.0362	-0.3293	0.2778	0.4782	-0.2112
3	7209499	7209899	0.0408	0.3728	-0.1064	-0.3843	-0.0012	0.4986
3	7329499	7329899	0.1866	0.1755	-1.0751	0.1974	-0.2451	-0.3830
3	7480098	7480498	0.7491	1.1264	1.2192	1.8128	1.3783	1.2162
3	7569499	7569899	1.0215	0.6383	0.8268	0.5760	1.0604	1.5530
3	7689499	7689899	0.6776	0.2200	0.2946	0.1687	-0.3236	-0.1540
3	7840098	7840498	0.2397	0.0802	0.3171	-0.5531	-0.6118	0.1270
3	7929499	7929899	-0.7252	-0.2436	0.4310	-0.1195	0.2370	0.5735
3	8049499	8049899	-0.2241	0.3522	0.0671	0.0203	0.4553	-0.1940
3	8200098	8200498	0.4686	1.2200	1.5537	1.2433	1.3512	2.1359
3	8289499	8289899	-0.1502	0.7408	-0.2304	-0.1322	-0.5677	0.0678
3	8409499	8409899	0.9579	1.5562	1.0550	0.5744	1.6377	2.1865
3	8560098	8560498	0.1989	-0.4073	0.3101	0.0628	-0.3157	-0.4729
3	8649499	8649899	-0.2233	0.4065	-0.0773	-0.4410	-0.2549	0.3209
3	8769499	8769899	-0.0345	0.2631	-0.3087	-0.1764	-0.5360	0.1798
3	8920098	8920498	0.1033	0.1490	0.0214	-0.2195	-0.1570	0.3565
3	9009499	9009899	-0.2571	-0.4970	0.0056	0.0688	0.2845	-0.4599
3	9129499	9129899	0.0012	0.2202	-0.0765	0.2624	-0.3461	0.4258
3	9280098	9280498	0.2438	0.5020	-0.1157	0.1830	-0.2727	0.3018
3	9369499	9369899	0.0471	-0.2338	0.3028	0.4552	-0.1587	-0.4502
3	9489499	9489899	-0.0809	0.2466	-0.2514	-0.2631	-0.0128	0.3086
3	9640098	9640498	0.3003	0.2390	0.0561	-0.7855	-0.2904	-0.0733
3	9729499	9729899	0.2709	1.0439	1.0796	1.3038	1.8889	1.4778
3	9849499	9849899	-0.9875	-1.1844	-0.5813	-1.0541	-1.0932	-1.4876
3	10000098	10000498	0.3034	0.2079	0.3059	-0.1424	0.0991	0.4047
3	10089499	10089899	1.1813	0.7456	1.5372	1.6229	1.8883	1.2409
3	10209499	10209899	0.4138	-0.6360	-0.2962	-0.2652	0.2304	-0.0099
3	10360098	10360498	0.2533	-0.3778	-0.5855	0.5002	-0.2915	-0.1191
3	10449499	10449899	-0.2022	-0.1370	0.3056	-0.0022	-0.4102	-0.0779
3	10569499	10569899	-0.5150	-0.4032	0.1425	0.3300	-0.2280	-0.2704
3	10720098	10720498	-0.3609	-0.2660	-0.4510	0.6596	0.1583	0.1717
3	10809499	10809899	1.0877	-0.1046	-0.6343	-0.4418	-0.5969	-0.0050
3	10929499	10929899	0.4888	0.9099	0.9814	1.3008	2.0564	1.9313
3	11080098	11080498	0.2980	-0.0476	-0.0687	0.5493	0.2661	-0.2001
3	11169499	11169899	-0.2734	-0.6637	0.0138	-0.0818	-0.1933	-0.3217
3	11289499	11289899	-0.1874	0.3969	0.2848	0.3807	-0.3584	0.0392
3	11440098	11440498	0.0901	-0.3265	-0.0594	0.4236	0.0548	0.2124
3	11529499	11529899	0.3918	0.8917	1.3545	1.2856	1.6831	1.4772
3	11649499	11649899	0.7240	0.7513	1.6053	1.1758	1.0646	2.3317
3	11800098	11800498	-0.0277	0.2694	-0.1669	-0.0637	-0.7025	-0.5119
3	11889499	11889899	0.2291	-0.4463	-0.3439	-0.1923	-0.9010	0.3264
3	12009499	12009899	1.0008	1.1980	0.9472	1.1874	1.7411	1.7124
3	12160098	12160498	0.3852	0.4465	0.0316	-0.3920	0.2690	0.0153
3	12249499	12249899	0.6557	-0.4580	-0.1384	1.0217	0.4855	-0.1162
3	12369499	12369899	-0.0954	-0.1319	-0.4012	0.0106	0.5752	0.0969
3	12520098	12520498	0.3709	0.0958	-0.2833	0.0411	0.3957	0.0001
3	12609499	12609899	-0.0321	0.0060	-0.4449	0.7341	-0.1385	0.1889
3	12729499	12729899	-0.0584	0.0894	0.1346	-0.2493	0.3973	0.2293
3	12880098	12880498	1.1107	0.9460	0.6796	1.2700	0.5879	1.8178
3	12969499	12969899	0.3031	-0.0688	0.4799	-0.0939	0.1826	0.1739
3	13089499	13089899	0.2130	0.0405	0.2322	-0.3122	-0.4942	0.1831
3	13240098	13240498	-0.5215	-0.5274	-0.5358	-0.1677	0.1910	-0.1670
3	13329499	13329899	-0.0115	-0.1311	0.0355	-0.4699	0.2713	0.1479
3	13449499	13449899	-0.1190	0.3749	-0.1279	0.7421	0.5593	-0.0617
3	13600098	13600498	-0.0062	-0.4509	-0.1752	-0.3111	0.2055	-0.6304
3	13689499	13689899	0.0894	-0.4373	-0.9631	0.1340	0.0528	0.4420
3	13809499	13809899	-0.7649	-0.7249	-1.6476	-1.9025	-2.0065	-1.0710
3	13960098	13960498	-0.4004	-0.1684	0.3944	-0.7316	-0.3944	-0.1374
3	14049499	14049899	-0.2516	0.5158	-0.0022	0.3195	-0.4793	-0.2336
3	14169499	14169899	-0.1343	0.0216	-0.1034	0.1108	0.2997	-0.6093
3	14320098	14320498	0.2013	-0.3438	0.6492	-0.3693	0.2619	-0.0649
3	14409499	14409899	0.5328	-0.2747	0.0145	-0.1366	0.0747	-0.0686
3	14529499	14529899	-0.1953	-0.1248	0.2486	0.0652	-0.0605	0.1239
3	14680098	14680498	-0.0361	-0.2949	-0.4172	0.5291	-0.0167	0.4185
3	14769499	14769899	0.8754	0.7434	1.1474	1.2206	2.0176	2.0268
3	14889499	14889899	0.2024	-0.2288	-0.0976	-0.4149	-0.8581	-0.0513
3	15040098	15040498	-0.3381	-0.3111	0.1838	0.6439	0.2470	0.0015
3	15129499	15129899	-0.4827	-0.4417	0.3709	-0.1193	0.1903	0.2049
3	15249499	15249899	0.2023	-0.4875	0.2293	-0.4229	-0.0154	0.2902
3	15400098	15400498	0.1086	-0.1547	-0.1910	-0.2479	0.4857	0.2013
3	15489499	15489899	0.0775	-0.4633	0.3291	0.2033	0.7025	0.1740
3	15609499	15609899	0.1762	0.0941	0.0444	-0.4507	-0.2954	0.4539
3	15760098	15760498	0.1549	0.1569	-0.7032	-0.0892	-0.0947	-0.0935
3	15849499	15849899	-0.0433	-0.3503	-0.3436	-0.1874	-0.1970	-0.1699
3	15969499	15969899	0.2091	0.4325	-0.5529	0.7067	-0.1160	0.1988
3	16120098	16120498	-0.2955	-0.2147	0.9180	-0.7223	0.6171	0.2373
3	16209499	16209899	0.2624	-0.0389	0.1708	0.5147	0.8122	0.7440
3	16329499	16329899	0.2321	0.2460	0.0501	-0.4892	0.2546	0.3079
3	16480098	16480498	-1.2709	-1.1540	-0.1875	-1.2188	-1.0772	-1.2510
3	16569499	16569899	0.0764	-1.1034	0.2002	-0.2981	0.2014	-0.3884
3	16689499	16689899	0.5400	-0.3337	0.3299	0.0987	-0.2453	-0.3438
3	16840098	16840498	0.3693	-0.1943	-0.1549	0.2721	0.3813	-0.2813
3	16929499	16929899	0.2985	0.4098	0.0779	-0.2871	0.0204	0.1115
3	17049499	17049899	0.3355	0.1958	0.3669	0.3000	-0.1039	-0.1711
3	17200098	17200498	1.0188	0.8853	0.9873	1.0751	1.5321	1.9655
3	17289499	17289899	1.4181	1.2411	0.9426	1.4528	1.3267	1.6493
3	17409499	17409899	0.2277	-0.2542	-0.1630	0.2178	-0.8940	0.2611
3	17560098	17560498	-0.1539	-0.1447	-0.3039	-0.0662	-0.2362	0.0291
3	17649499	17649899	-0.1775	0.4181	0.6854	-0.5012	-0.7106	-0.2197
3	17769499	17769899	-0.1692	0.1684	-0.0928	-0.4612	-0.2808	0.3377
3	17920098	17920498	0.3924	-0.0471	0.0899	-0.0221	-0.2907	-0.9382
3	18009499	18009899	-0.0337	-1.0894	-0.7583	0.2052	0.0108	-0.2474
3	18129499	18129899	0.0734	0.1945	0.1494	0.0787	0.5144	0.6085
3	18280098	18280498	-0.0196	-0.2238	0.3211	0.5379	0.2290	-0.3290
3	18369499	18369899	0.2836	-0.7136	-0.1958	0.3955	-0.3629	-0.3174
3	18489499	18489899	0.2854	0.0022	0.0418	0.5683	0.6534	0.2121
3	18640098	18640498	0.6898	-0.3676	0.7253	-0.3792	-0.2932	-0.5329
3	18729499	18729899	0.2568	0.5410	1.3921	1.7512	1.7868	1.2722
3	18849499	18849899	-0.0369	0.1872	-0.3559	-0.1121	-0.3790	-0.3562
3	19000098	19000498	1.0476	1.0326	1.7986	1.5418	1.6843	1.2629
3	19089499	19089899	0.4609	0.1291	-0.1354	0.0159	0.2161	0.6162
3	19209499	19209899	0.0741	0.1612	0.7359	0.1340	0.1188	0.5151
3	19360098	19360498	1.2950	1.1393	1.2630	1.5727	1.3252	2.3594
3	19449499	19449899	0.0313	0.2346	0.0797	-0.0332	-0.1875	0.3600
3	19569499	19569899	-0.1064	-0.1383	-0.1994	-0.1389	0.4706	0.0938
3	19720098	19720498	0.3439	1.1460	1.4684	1.1120	1.3891	2.5784
3	19809499	19809899	-0.0143	-0.4223	-0.2813	-0.1565	-0.2971	0.1629
3	19929499	19929899	-0.0261	0.2817	0.0729	-0.3277	-0.0082	-0.3695
3	20080098	20080498	-0.5173	-0.0214	-0.3059	-0.9176	-0.4843	0.0379
3	20169499	20169899	-0.2925	-0.2036	0.0819	-0.2945	-0.5165	0.0772
3	20289499	20289899	-0.5310	-0.4631	-0.5547	-0.1367	-0.0442	0.7663
3	20440098	20440498	0.6371	1.0367	0.5773	0.9151	0.9277	0.9585
3	20529499	20529899	0.8744	1.1635	0.6397	1.5140	2.0301	2.1576
3	20649499	20649899	0.5057	-0.0261	-0.2062	-0.0852	0.5267	0.1831
3	20800098	20800498	-0.5142	0.2113	0.3454	0.0750	-0.1164	0.0232
3	20889499	20889899	-0.0124	-0.0074	0.4517	0.0979	-0.1534	-0.4087
3	21009499	21009899	-0.3886	0.0653	0.1097	0.0466	-0.0192	-0.4882
3	21160098	21160498	0.0075	0.1733	-0.2443	-0.1349	0.0433	-0.1768
3	21249499	21249899	0.3779	0.4606	0.5086	0.2944	0.1286	0.6930
3	21369499	21369899	0.2975	0.3120	-0.1467	-0.0276	-0.1268	-0.0227
3	21520098	21520498	-0.3181	0.0756	0.4721	0.0816	0.0768	0.7210
3	21609499	21609899	-0.0097	-0.1757	-0.4205	-0.2954	0.1368	0.0881
3	21729499	21729899	-0.1532	0.1829	-0.0591	-0.0958	0.2359	-0.5762
3	21880098	21880498	0.6775	-0.6296	0.2310	0.0362	0.5320	-0.5131
3	21969499	21969899	-0.3449	0.2137	-0.5254	-0.0905	0.0541	0.2339
3	22089499	22089899	-0.3587	0.7925	-0.1654	-0.0447	-0.3124	0.1224
3	22240098	22240498	-0.2138	0.1590	0.0017	-0.2736	-0.4066	0.1979
3	22329499	22329899	0.0888	0.5377	-0.2776	0.0600	0.0200	0.1297
3	22449499	22449899	-0.5478	0.4825	0.0343	-0.9050	-0.3274	-0.5890
3	22600098	22600498	0.3026	1.3174	1.2953	1.4109	1.6588	1.6883
3	22689499	22689899	0.2365	0.1689	0.2600	-0.6336	-0.3688	0.1077
3	22809499	22809899	0.0030	0.5487	0.2748	-0.2225	0.0765	-0.2432
3	22960098	22960498	-0.0284	0.5663	-0.0051	-0.0836	-0.0155	-0.4682
3	23049499	23049899	-0.3164	-0.0604	-0.0517	0.4874	0.3568	-0.3343
3	23169499	23169899	-0.0199	0.3024	0.4680	0.5909	-0.5591	-0.3832
3	23320098	23320498	-0.0652	1.0422	1.4546	0.6966	1.0259	1.0137
3	23409499	23409899	-0.2081	-1.0249	-0.6207	-1.0688	-0.8420	-1.7137
3	23529499	23529899	-0.2393	0.3611	0.1667	0.1624	-0.1042	-0.6116
3	23680098	23680498	-0.2074	-0.3904	0.8981	-0.1791	0.2766	0.1022
3	23769499	23769899	0.0851	0.4468	-0.0119	0.1531	0.3164	-0.0993
3	23889499	23889899	0.2777	-0.7415	0.4030	0.0918	-0.4319	0.3830
3	24040098	24040498	0.1896	0.0612	-0.4198	0.5704	-0.2765	-0.3501
3	24129499	24129899	0.9550	-0.0280	-0.0955	-0.8041	0.1184	0.1430
3	24249499	24249899	-0.1410	-0.4351	0.0496	0.0576	0.2805	0.3244
3	24400098	24400498	0.1369	-0.2709	-0.5628	0.3368	0.2897	0.0642
3	24489499	24489899	0.1716	-0.1264	-0.3820	0.0325	0.0384	0.4518
3	24609499	24609899	-0.1391	0.0889	-0.2018	-0.1117	0.3640	-0.4920
3	24760098	24760498	0.2313	0.1824	0.1047	-0.0198	-0.3317	0.1605
3	24849499	24849899	-0.2213	0.2851	-0.6035	-0.5392	0.2913	0.1191
3	24969499	24969899	-0.5818	-0.4759	0.2427	0.0225	-0.4159	0.0771
3	25120098	25120498	-0.2992	0.2763	0.1164	0.1513	-0.2085	0.0596
3	25209499	25209899	-0.1772	-0.1672	-0.0614	0.0604	-0.2163	-0.1632
3	25329499	25329899	-0.1858	0.3537	0.1378	0.2973	-0.2566	-0.0028
3	25480098	25480498	0.1533	-0.3296	-0.2039	0.4372	-0.4202	-0.6800
3	25569499	25569899	0.9889	0.8764	1.1129	0.9024	1.1690	1.6046
3	25689499	25689899	-0.0706	0.0522	-0.5378	-0.3384	0.3254	-0.0629
3	25840098	25840498	0.4250	-0.1329	-0.0387	-0.1987	-0.2828	-0.2288
3	25929499	25929899	0.0063	0.1016	0.1478	0.4075	0.3902	-0.5582
3	26049499	26049899	0.0831	-0.4377	-0.0922	0.3224	-0.1477	-0.6753
3	26200098	26200498	0.2630	-0.1857	0.1169	-0.2072	-0.0111	0.3183
3	26289499	26289899	-0.0383	0.0668	-0.3799	0.0127	-0.0189	-0.4031
3	26409499	26409899	-0.6354	0.2507	-0.0398	0.1057	-0.2267	0.5181
3	26560098	26560498	0.1430	0.1569	-0.3095	-0.0567	-0.1200	0.0073
3	26649499	26649899	-0.6369	-0.0056	-0.0875	-0.2505	0.2213	-0.1065
